Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2018/2019,31/03/2019,12:00,Zenit,Orenburg,3,1,H,1.43,4.36,8.92,1.48,4.4,9.2,1.44,4.1,7.92
Russia,Premier League,2018/2019,31/03/2019,14:30,CSKA Moscow,Ufa,2,2,D,1.38,4.5,10.34,1.41,4.65,11,1.38,4.29,9.29
Russia,Premier League,2018/2019,31/03/2019,17:00,Krasnodar,FK Anzi Makhackala,5,0,H,1.09,10.61,30.87,1.14,10.61,36,1.09,8.86,28.19
Russia,Premier League,2018/2019,03/04/2019,15:00,Orenburg,FK Krylya Sovetov Samara,3,1,H,2.4,2.95,3.61,2.49,3.02,3.61,2.34,2.91,3.38
Russia,Premier League,2018/2019,06/04/2019,12:00,FK Anzi Makhackala,Dynamo Moscow,1,1,D,10.08,5.32,1.32,12.5,5.32,1.39,9.79,4.63,1.34
Russia,Premier League,2018/2019,06/04/2019,14:30,Krasnodar,FK Krylya Sovetov Samara,1,0,H,1.37,5.12,8.4,1.42,5.12,9.5,1.39,4.59,7.84
Russia,Premier League,2018/2019,06/04/2019,17:00,Spartak Moscow,CSKA Moscow,0,2,A,3.35,3.33,2.31,3.46,3.33,2.4,3.21,3.15,2.28
Russia,Premier League,2018/2019,07/04/2019,09:30,Ufa,FK Rostov,1,0,H,3.11,2.8,2.84,3.38,2.8,2.9,3.02,2.68,2.76
Russia,Premier League,2018/2019,07/04/2019,12:00,Ural,Yenisey,3,2,H,1.77,3.6,5.19,1.81,3.6,5.95,1.75,3.39,4.97
Russia,Premier League,2018/2019,07/04/2019,14:30,Rubin Kazan,Arsenal Tula,0,0,D,2.75,2.65,3.44,2.75,2.9,3.6,2.54,2.74,3.26
Russia,Premier League,2018/2019,07/04/2019,17:00,Lokomotiv Moscow,Zenit,1,1,D,2.71,3.04,3.01,2.8,3.25,3.05,2.59,3.06,2.83
Russia,Premier League,2018/2019,08/04/2019,15:00,Orenburg,Akhmat Grozny,1,3,A,2.5,2.91,3.49,2.62,2.91,3.84,2.45,2.8,3.33
Russia,Premier League,2018/2019,12/04/2019,16:30,FK Krylya Sovetov Samara,Rubin Kazan,1,0,H,2.2,2.86,4.36,2.4,3.07,4.36,2.23,2.79,3.88
Russia,Premier League,2018/2019,13/04/2019,09:30,Yenisey,Ufa,0,0,D,3.13,2.81,2.81,3.13,3.06,2.92,2.91,2.82,2.73
Russia,Premier League,2018/2019,13/04/2019,12:00,Arsenal Tula,Ural,0,0,D,2.06,3.34,4.04,2.14,3.46,4.1,2.03,3.23,3.83
Russia,Premier League,2018/2019,13/04/2019,12:00,CSKA Moscow,Orenburg,2,3,A,1.38,4.73,9.58,1.43,4.73,10,1.39,4.32,8.59
Russia,Premier League,2018/2019,13/04/2019,17:30,Akhmat Grozny,Lokomotiv Moscow,1,3,A,3.32,2.9,2.6,3.52,2.96,2.6,3.16,2.84,2.51
Russia,Premier League,2018/2019,14/04/2019,12:00,Dynamo Moscow,Krasnodar,1,1,D,3.17,3.19,2.49,3.6,3.24,2.49,3.19,3.12,2.32
Russia,Premier League,2018/2019,14/04/2019,14:30,Zenit,FK Anzi Makhackala,5,0,H,1.04,14.57,31.18,1.07,20,90,1.04,13.88,42.44
Russia,Premier League,2018/2019,14/04/2019,17:00,FK Rostov,Spartak Moscow,2,1,H,2.61,2.98,3.2,2.91,3.03,3.2,2.59,2.92,2.97
Russia,Premier League,2018/2019,19/04/2019,17:30,FK Anzi Makhackala,Akhmat Grozny,0,1,A,7.45,3.48,1.56,8,4.6,1.58,6.93,3.71,1.53
Russia,Premier League,2018/2019,20/04/2019,09:30,Ufa,Arsenal Tula,1,2,A,2.66,2.71,3.51,2.69,2.87,3.53,2.51,2.76,3.26
Russia,Premier League,2018/2019,20/04/2019,12:00,Orenburg,FK Rostov,3,0,H,3.13,2.75,2.88,3.15,3,2.9,2.95,2.73,2.76
Russia,Premier League,2018/2019,20/04/2019,14:30,Dynamo Moscow,FK Krylya Sovetov Samara,1,0,H,1.78,3.61,5.14,1.84,3.61,5.8,1.77,3.33,4.99
Russia,Premier League,2018/2019,20/04/2019,17:00,Lokomotiv Moscow,CSKA Moscow,1,1,D,2.84,2.98,2.92,2.93,3.07,3.15,2.7,2.95,2.79
Russia,Premier League,2018/2019,20/04/2019,19:00,Krasnodar,Zenit,2,3,A,2.44,3.2,3.25,2.54,3.24,3.3,2.37,3.13,3.1
Russia,Premier League,2018/2019,21/04/2019,14:30,Ural,Rubin Kazan,2,1,H,2.74,2.79,3.26,2.74,2.94,3.5,2.57,2.76,3.16
Russia,Premier League,2018/2019,21/04/2019,17:00,Spartak Moscow,Yenisey,2,0,H,1.31,5.39,10.36,1.36,5.5,12.5,1.31,5,9.85
Russia,Premier League,2018/2019,24/04/2019,17:00,Akhmat Grozny,Krasnodar,1,1,D,3.9,3.45,2.06,4.58,3.45,2.2,3.68,3.3,2.04
Russia,Premier League,2018/2019,24/04/2019,17:00,FK Rostov,Lokomotiv Moscow,1,2,A,3.39,2.85,2.6,3.76,2.91,2.65,3.19,2.83,2.49
Russia,Premier League,2018/2019,24/04/2019,17:30,CSKA Moscow,FK Anzi Makhackala,2,0,H,1.05,9.78,18.63,1.1,14,34,1.07,11.3,24.35
Russia,Premier League,2018/2019,24/04/2019,17:30,Rubin Kazan,Ufa,1,1,D,2.4,2.82,3.85,2.4,2.93,3.9,2.33,2.74,3.66
Russia,Premier League,2018/2019,24/04/2019,19:00,Zenit,Dynamo Moscow,2,0,H,1.6,3.87,6.5,1.64,4.08,6.8,1.58,3.76,5.98
Russia,Premier League,2018/2019,25/04/2019,14:00,Yenisey,Orenburg,2,1,H,3.7,3.1,2.28,4.16,3.14,2.3,3.52,3.02,2.22
Russia,Premier League,2018/2019,25/04/2019,16:30,FK Krylya Sovetov Samara,Ural,0,1,A,2.3,3.02,3.76,2.3,3.2,3.84,2.21,3.02,3.55
Russia,Premier League,2018/2019,25/04/2019,18:30,Arsenal Tula,Spartak Moscow,3,0,H,2.88,3.25,2.66,3.14,3.28,2.72,2.82,3.14,2.54
Russia,Premier League,2018/2019,27/04/2019,14:30,FK Anzi Makhackala,FK Rostov,1,1,D,8.56,4.1,1.34,10,4.85,1.47,8.65,4.23,1.39
Russia,Premier League,2018/2019,27/04/2019,17:00,Dynamo Moscow,Akhmat Grozny,0,0,D,1.79,3.52,5.21,1.9,3.52,5.5,1.81,3.23,4.9
Russia,Premier League,2018/2019,28/04/2019,09:30,Ufa,Ural,4,1,H,2.64,3.3,2.87,2.8,3.3,3,2.63,3.12,2.75
Russia,Premier League,2018/2019,28/04/2019,12:00,Lokomotiv Moscow,Yenisey,2,1,H,1.28,5.36,12.79,1.32,5.55,16,1.29,5.11,11.05
Russia,Premier League,2018/2019,28/04/2019,14:30,Zenit,FK Krylya Sovetov Samara,4,2,H,1.34,5.12,10.1,1.36,5.2,12,1.33,4.88,9.28
Russia,Premier League,2018/2019,28/04/2019,17:00,Krasnodar,CSKA Moscow,2,0,H,2.63,3.14,3.02,2.93,3.26,3.1,2.56,3.1,2.84
Russia,Premier League,2018/2019,29/04/2019,15:00,Orenburg,Arsenal Tula,1,1,D,2.82,3,2.91,3.11,3.1,2.91,2.7,2.98,2.78
Russia,Premier League,2018/2019,29/04/2019,17:30,Spartak Moscow,Rubin Kazan,1,1,D,1.84,3.19,5.65,1.86,3.58,6.15,1.73,3.3,5.42
Russia,Premier League,2018/2019,03/05/2019,12:00,Yenisey,FK Anzi Makhackala,3,1,H,1.49,3.8,6.03,1.65,4.1,6.55,1.57,3.8,5.86
Russia,Premier League,2018/2019,03/05/2019,14:30,Rubin Kazan,Orenburg,2,0,H,2.24,3.07,3.86,2.3,3.07,4.1,2.15,2.89,3.91
Russia,Premier League,2018/2019,04/05/2019,12:00,Ural,Spartak Moscow,0,1,A,3.13,3.26,2.47,3.42,3.3,2.47,3,3.17,2.39
Russia,Premier League,2018/2019,04/05/2019,14:30,Akhmat Grozny,Zenit,1,1,D,4.23,3.24,2.05,4.74,3.4,2.07,3.91,3.21,2.01
Russia,Premier League,2018/2019,04/05/2019,17:00,Arsenal Tula,Lokomotiv Moscow,2,0,H,3.77,3.37,2.13,4,3.37,2.25,3.58,3.17,2.12
Russia,Premier League,2018/2019,05/05/2019,12:00,FK Krylya Sovetov Samara,Ufa,1,1,D,2.72,2.95,3.09,2.72,3.04,3.4,2.53,2.89,3.08
Russia,Premier League,2018/2019,05/05/2019,14:30,CSKA Moscow,Dynamo Moscow,2,2,D,1.79,3.53,5.18,1.85,3.55,5.55,1.78,3.4,4.75
Russia,Premier League,2018/2019,05/05/2019,17:00,FK Rostov,Krasnodar,1,1,D,3.56,3.23,2.27,3.62,3.48,2.3,3.33,3.14,2.24
Russia,Premier League,2018/2019,10/05/2019,09:30,Orenburg,Ural,2,2,D,2.36,2.95,3.73,2.55,3,3.73,2.35,2.85,3.45
Russia,Premier League,2018/2019,10/05/2019,12:00,Dynamo Moscow,FK Rostov,0,0,D,1.85,3.31,5.23,1.97,3.31,5.25,1.85,3.12,4.84
Russia,Premier League,2018/2019,10/05/2019,14:30,FK Anzi Makhackala,Arsenal Tula,0,1,A,8.57,4.33,1.39,10.6,4.85,1.45,8.52,4.38,1.38
Russia,Premier League,2018/2019,10/05/2019,17:00,Lokomotiv Moscow,Rubin Kazan,4,0,H,1.55,3.82,7.6,1.6,3.82,8.2,1.55,3.59,7.07
Russia,Premier League,2018/2019,11/05/2019,12:00,Yenisey,Krasnodar,0,4,A,7.86,4.95,1.4,11,5.06,1.49,7.33,4.4,1.42
Russia,Premier League,2018/2019,11/05/2019,14:30,Akhmat Grozny,FK Krylya Sovetov Samara,2,1,H,2.24,3.19,3.68,2.38,3.19,3.75,2.21,3.07,3.46
Russia,Premier League,2018/2019,12/05/2019,14:30,Spartak Moscow,Ufa,1,0,H,1.95,3.36,4.48,1.96,3.55,5.45,1.85,3.35,4.42
Russia,Premier League,2018/2019,12/05/2019,17:00,Zenit,CSKA Moscow,3,1,H,2.22,3.33,3.55,2.4,3.35,3.96,2.18,3.22,3.37
Russia,Premier League,2018/2019,18/05/2019,12:00,Ufa,Orenburg,0,2,A,1.72,3.68,5.43,1.75,3.8,5.95,1.68,3.5,5.46
Russia,Premier League,2018/2019,18/05/2019,14:30,CSKA Moscow,Akhmat Grozny,1,0,H,1.43,4.76,7.74,1.47,4.8,8.2,1.41,4.47,7.49
Russia,Premier League,2018/2019,18/05/2019,17:00,FK Krylya Sovetov Samara,Spartak Moscow,1,2,A,3.51,3.28,2.26,4.06,3.28,2.35,3.31,3.14,2.23
Russia,Premier League,2018/2019,19/05/2019,09:30,Ural,Lokomotiv Moscow,2,2,D,7.49,4.34,1.48,10,4.56,1.49,7.2,4.21,1.45
Russia,Premier League,2018/2019,19/05/2019,12:00,Yenisey,Dynamo Moscow,2,2,D,6.03,3.65,1.68,6.03,3.7,1.82,5.46,3.54,1.66
Russia,Premier League,2018/2019,19/05/2019,14:30,Arsenal Tula,Krasnodar,0,3,A,3.98,3.52,2.01,4.42,3.55,2.04,3.8,3.34,1.98
Russia,Premier League,2018/2019,19/05/2019,17:00,FK Rostov,Zenit,1,0,H,2.65,3.31,2.84,2.99,3.36,2.95,2.59,3.15,2.74
Russia,Premier League,2018/2019,20/05/2019,17:00,Rubin Kazan,FK Anzi Makhackala,0,0,D,1.23,6.26,11,1.31,6.8,17,1.23,5.84,12.22
Russia,Premier League,2018/2019,26/05/2019,12:00,Akhmat Grozny,FK Rostov,1,0,H,2.32,3.12,3.58,2.45,3.24,3.58,2.27,3.08,3.32
Russia,Premier League,2018/2019,26/05/2019,12:00,CSKA Moscow,FK Krylya Sovetov Samara,6,0,H,1.26,5.89,12.69,1.31,6.17,15,1.25,5.5,11.69
Russia,Premier League,2018/2019,26/05/2019,12:00,Dynamo Moscow,Arsenal Tula,3,3,D,1.74,3.73,5.17,1.94,3.73,5.4,1.78,3.47,4.63
Russia,Premier League,2018/2019,26/05/2019,12:00,FK Anzi Makhackala,Ural,0,2,A,4.94,4.08,1.63,5.5,4.1,1.83,4.79,3.79,1.69
Russia,Premier League,2018/2019,26/05/2019,12:00,Krasnodar,Rubin Kazan,1,0,H,1.29,5.69,10.46,1.32,5.85,14,1.29,5.18,10.21
Russia,Premier League,2018/2019,26/05/2019,12:00,Lokomotiv Moscow,Ufa,1,0,H,1.24,5.79,15.25,1.29,6.2,15.25,1.25,5.41,12.27
Russia,Premier League,2018/2019,26/05/2019,12:00,Orenburg,Spartak Moscow,2,0,H,3.35,3.63,2.18,4.12,3.63,2.18,3.36,3.47,2.09
Russia,Premier League,2018/2019,26/05/2019,12:00,Zenit,Yenisey,4,1,H,1.17,7.95,15.23,1.18,8.5,19,1.15,7.58,15.2
